Class name,Method name,Return type,Parameters,,
class ga.SampleClass,setMemberAge,void,long
""
Generation,Best Candidate Fitness,Best Candidate Standard Deviation,Mean Fitness,Elapsed Time(Milli Second),Best Candidate

0,0.0,1.2882546332150329,2.02,2.0,"[[39577717], [821], [88745], [753600], [14641], [7117638], [5527082], [735597241], [4655700], [228712]]"
1,1.0,1.1542963224406462,2.74,3.0,"[[3967857], [371], [15611658], [39785556], [80946], [6], [807282276], [902], [621432884], [634]]"
2,0.0,1.2513592609638529,3.21,4.0,"[[3967857], [371], [15611658], [39785556], [80946], [745777610], [46247604], [621432884], [902], [634]]"
3,1.0,1.2806248474865698,4.0,4.0,"[[45592334], [30461], [8823588], [865240], [280], [86], [25278002], [7318], [6120955], [766758418]]"
4,1.0,1.289147004805891,4.41,5.0,"[[215], [567581], [98029], [7941], [7221629], [7914], [66257208], [66], [841357510], [19]]"
5,2.0,1.1805083650698969,5.08,6.0,"[[51708], [208], [14120740], [567061], [2976229], [9155], [97], [5], [571], [4214]]"
6,2.0,1.2268251709188231,5.57,7.0,"[[278], [27], [17032], [6149387], [0], [308023], [3761366], [7], [23882899], [93694396]]"
7,3.0,1.1740528097151328,6.04,8.0,"[[29700], [6], [6], [3253617], [7914], [1734], [8], [6323808], [917744163], [278]]"
8,3.0,1.132960723061484,6.58,8.0,"[[19], [5115], [512955], [3253617], [1734], [7914], [19], [21], [4], [41]]"
9,4.0,1.076847250077745,6.98,9.0,"[[576], [92], [5130], [2976229], [567061], [9155], [7], [66], [19], [41]]"
10,4.0,1.2124355652982142,7.5,10.0,"[[191268128], [3], [512955], [2178], [34], [25977762], [6323808], [26], [71], [8870528]]"
11,5.0,0.9868637190615518,8.19,11.0,"[[9], [75253], [3253617], [124891], [96], [6019], [7914], [68], [8], [28]]"
12,6.0,0.7921489758877437,8.55,12.0,"[[38], [54688614], [19], [3253617], [96], [3], [179244624], [8], [68], [6]]"
13,7.0,0.724637840579692,8.93,12.0,"[[75253], [3253617], [20], [7], [51], [86], [26], [7355619], [82], [25]]"
14,8.0,0.6433506042586734,9.31,13.0,"[[80], [69], [6], [3], [3253617], [9], [26], [8], [8], [879]]"
15,8.0,0.6000000000000006,9.6,14.0,"[[33], [20], [26], [7], [3], [34], [47508006], [19], [68], [92]]"
16,9.0,0.2861817604250837,9.91,15.0,"[[6], [98029], [40], [92], [7], [9], [91], [80], [4], [92]]"
17,9.0,0.1399999999999999,9.98,15.0,"[[6], [10369], [4], [29], [34], [51], [6], [91], [9], [92]]"
18,10.0,0.0,10.0,16.0,"[[7], [91], [40], [26], [3], [8], [6], [21], [48], [6]]"
