10,1.0,0.9925220400575492,3.57,11.0,"[[74296241, 690], [94956714, 1062358], [8, 18], [95, 66003], [5, 52], [458248, 609], [476, 97], [43734, 65554497], [75, 4], [80, 3003971]]"
11,1.0,0.9705153270299235,3.91,12.0,"[[74296241, 690], [94956714, 1062358], [8, 18], [95, 66003], [5, 52], [2792, 37], [722, 21232], [75, 4], [43734, 65554497], [80, 3003971]]"
12,2.0,0.949526197637538,4.28,13.0,"[[74296241, 690], [12264746, 99922033], [9, 5], [899, 88], [80, 3003971], [282, 565962], [7, 5], [623103, 9062068], [582613, 36056], [808, 700671155]]"
13,2.0,1.1169153951844346,4.55,14.0,"[[94956714, 1062358], [819842391, 2653], [5210, 2], [96, 5], [498, 1], [2792, 37], [722, 21232], [66, 246311], [582613, 36056], [9, 9]]"
14,2.0,1.1487384384619508,4.98,14.0,"[[462, 6], [512168762, 394559], [9, 3], [498, 1], [12264746, 99922033], [80, 3003971], [722, 21232], [623103, 9062068], [582613, 36056], [75, 4]]"
15,3.0,1.010890696366329,5.41,15.0,"[[94956714, 1062358], [498, 1], [819842391, 2653], [909459323, 9], [5210, 2], [282, 565962], [598776246, 368579], [5, 5], [9, 9], [75, 1]]"
16,3.0,0.9559811713626999,5.81,16.0,"[[99, 8], [72651, 31620973], [498, 1], [308158672, 1367357], [899, 88], [5, 5], [623103, 9062068], [75, 4], [598776246, 368579], [92, 682]]"
17,4.0,0.9167333309092663,6.14,17.0,"[[92, 682], [30183, 5105324], [9, 5], [899, 88], [598776246, 368579], [282, 565962], [96, 5], [5, 5], [22, 5], [308158672, 1367357]]"
18,4.0,0.8170067319184096,6.55,18.0,"[[308158672, 1367357], [12264746, 99922033], [9, 3], [498, 1], [96, 5], [81, 16], [22, 5], [2792, 37], [5, 5], [94956714, 1062358]]"
19,5.0,0.8616263691415205,6.76,19.0,"[[9, 3], [9, 9], [308158672, 1367357], [99, 8], [623103, 9062068], [808, 700671155], [75, 4], [5, 5], [512168762, 394559], [94956714, 1062358]]"
20,4.0,0.973396116696589,7.05,20.0,"[[5, 5], [7, 2], [92, 682], [308158672, 1367357], [722, 21232], [7, 5], [498, 1], [9, 9], [8854, 8705], [30183, 5105324]]"
21,5.0,0.920597631976099,7.45,21.0,"[[92, 682], [75, 4], [498, 1], [8854, 8705], [5, 5], [308158672, 1367357], [7, 5], [22, 5], [808, 700671155], [99, 8]]"
22,5.0,0.8901685233707155,7.74,21.0,"[[7, 5], [30183, 5105324], [9, 3], [498, 1], [96, 5], [99, 8], [512168762, 394559], [598776246, 368579], [22, 5], [5867235, 858966063]]"
23,5.0,0.9301075206662941,8.07,22.0,"[[22, 5], [9, 9], [722, 21232], [498, 1], [308158672, 1367357], [9, 5], [99, 8], [75, 4], [598776246, 368579], [92, 682]]"
24,6.0,0.860871651293037,8.33,23.0,"[[308158672, 1367357], [7, 2], [75, 1], [96, 5], [7, 5], [72651, 31620973], [808, 700671155], [99, 8], [9, 9], [5867235, 858966063]]"
25,7.0,0.7512655988397183,8.66,24.0,"[[7, 2], [462, 6], [96, 5], [30183, 5105324], [9, 5], [9, 3], [75, 4], [92, 682], [75, 1], [9, 9]]"
26,7.0,0.7691553809211764,8.78,25.0,"[[9, 9], [308158672, 1367357], [96, 5], [99, 8], [30183, 5105324], [74296241, 690], [9, 3], [7, 5], [5, 5], [7, 2]]"
27,7.0,0.804673846971553,9.05,26.0,"[[308158672, 1367357], [9, 9], [75, 1], [7, 2], [96, 5], [75, 4], [5, 5], [5867235, 858966063], [722, 21232], [7, 5]]"
28,8.0,0.5844655678480982,9.28,27.0,"[[9, 9], [75, 4], [4, 4], [9, 5], [75, 1], [94956714, 1062358], [308158672, 1367357], [99, 8], [5, 5], [96, 5]]"
29,8.0,0.5912698199637791,9.48,28.0,"[[75, 1], [9, 9], [5, 5], [308158672, 1367357], [9, 3], [498, 1], [7, 2], [75, 4], [7, 5], [22, 5]]"
30,8.0,0.47528938553264566,9.71,28.0,"[[462, 6], [96, 5], [9, 3], [498, 1], [75, 1], [5, 5], [9, 5], [7, 2], [99, 8], [9, 9]]"
31,8.0,0.37469987990390435,9.86,29.0,"[[9, 3], [462, 6], [7, 2], [22, 5], [5, 5], [7, 5], [9, 5], [75, 1], [96, 5], [498, 1]]"
32,9.0,0.09949874371066196,9.99,30.0,"[[9, 9], [7, 2], [75, 4], [22, 5], [5867235, 858966063], [7, 5], [5, 5], [96, 5], [9, 3], [99, 8]]"
33,10.0,0.0,10.0,31.0,"[[99, 8], [7, 2], [9, 3], [4, 4], [75, 1], [9, 5], [96, 5], [22, 5], [9, 9], [75, 4]]"
