10,2.0,1.1140466776576285,4.17,10.0,"[[755, 840174645], [114, 5], [69544259, 850656615], [55174, 8951], [36930123, 546770123], [8524740, 3395729], [9, 8], [21214101, 5113501], [4720, 82708603], [1296, 75077327]]"
11,2.0,1.0888526071052964,4.88,11.0,"[[1104561, 45], [58, 7], [574443054, 13], [937284, 38231732], [51196, 0], [5025, 4711331], [43908, 314989], [44, 1], [8524740, 3395729], [1296, 75077327]]"
12,3.0,1.0186265262597487,5.32,12.0,"[[114, 5], [755, 840174645], [69544259, 850656615], [55174, 8951], [36930123, 546770123], [3, 264], [82, 5], [4720, 82708603], [1051633, 918493816], [7, 7]]"
13,3.0,1.1115754585272208,5.62,13.0,"[[3600786, 9], [114, 5], [53536, 69], [58, 7], [893298, 73], [39356306, 0], [82, 5], [570054, 931616], [719, 10224], [611, 172616]]"
14,4.0,1.0101485039339508,5.86,13.0,"[[40461, 8528112], [69544259, 850656615], [3, 264], [51, 5], [1, 703], [9, 7], [2, 2], [4156315, 25], [719, 10224], [8, 5]]"
15,4.0,1.0488088481701512,6.2,14.0,"[[58, 7], [719, 10224], [8, 3], [69544259, 850656615], [6815918, 6100], [9194, 86], [574443054, 13], [39356306, 0], [7, 7], [2, 2]]"
16,4.0,1.0531381675734675,6.53,15.0,"[[58, 7], [719, 10224], [69544259, 850656615], [574443054, 13], [8, 5], [9194, 86], [44, 1], [976, 27], [379188972, 3439], [114, 5]]"
17,5.0,1.1196428001822727,6.92,16.0,"[[44, 1], [58, 7], [53536, 69], [9, 8], [36930123, 546770123], [39356306, 0], [69544259, 850656615], [719, 10224], [7, 7], [2, 2]]"
18,5.0,1.0648474069086142,7.31,17.0,"[[4156315, 25], [91, 11], [611, 172616], [40461, 8528112], [9, 8], [9194, 86], [39356306, 0], [7, 7], [9, 7], [114, 5]]"
19,5.0,1.0988630487917965,7.65,17.0,"[[91, 11], [9, 8], [8, 5], [69544259, 850656615], [82, 5], [8524740, 3395729], [574443054, 13], [4156315, 25], [719, 10224], [7, 7]]"
20,5.0,0.9905049217444608,8.17,18.0,"[[114, 5], [53536, 69], [58, 7], [2, 2], [82, 5], [79970272, 4819513], [113, 3], [51352, 53721135], [69544259, 850656615], [574443054, 13]]"
21,6.0,0.9414881836751849,8.44,19.0,"[[91, 11], [574443054, 13], [809, 120], [82, 5], [114, 5], [53536, 69], [9, 7], [9, 8], [719, 10224], [44, 1]]"
22,7.0,0.768114574786862,8.7,20.0,"[[51, 5], [8, 5], [113, 3], [809, 120], [91, 11], [9, 7], [53536, 69], [44, 1], [719, 10224], [9, 8]]"
23,7.0,0.6720119046564579,8.78,20.0,"[[44, 1], [8, 3], [51, 5], [82, 5], [91, 11], [53536, 69], [574443054, 13], [4156315, 25], [58, 7], [114, 5]]"
24,7.0,0.6701492371106609,8.97,21.0,"[[2, 2], [1104561, 45], [574443054, 13], [51, 5], [44, 1], [91, 11], [9, 8], [4156315, 25], [8, 3], [58, 7]]"
25,7.0,0.5844655678480982,9.28,22.0,"[[51, 5], [8, 3], [9, 8], [9, 7], [53536, 69], [114, 5], [82, 5], [1104561, 45], [44, 1], [4156315, 25]]"
26,8.0,0.6406246951218783,9.36,23.0,"[[7, 7], [53536, 69], [58, 7], [51, 5], [8, 3], [9, 7], [44, 1], [2, 2], [574443054, 13], [8, 5]]"
27,8.0,0.5388877434122995,9.64,23.0,"[[8, 3], [1104561, 45], [91, 11], [4156315, 25], [82, 5], [9, 7], [51, 5], [44, 1], [114, 5], [9, 8]]"
28,9.0,0.3363034344160041,9.87,24.0,"[[8, 5], [7, 7], [9, 8], [51, 5], [2, 2], [114, 5], [91, 11], [44, 1], [69544259, 850656615], [82, 5]]"
29,9.0,0.19595917942265398,9.96,25.0,"[[114, 5], [9, 8], [82, 5], [91, 11], [113, 3], [9, 7], [574443054, 13], [51, 5], [7, 7], [8, 3]]"
30,10.0,0.0,10.0,26.0,"[[8, 5], [9, 8], [51, 5], [8, 3], [44, 1], [7, 7], [9, 7], [58, 7], [2, 2], [82, 5]]"
