Class name,Method name,Return type,Parameters,,
class ga.SampleClass,setMemberAge,void,long
""
Generation,Best Candidate Fitness,Best Candidate Standard Deviation,Mean Fitness,Elapsed Time(Milli Second),Best Candidate

0,0.0,1.295993827145793,1.98,2.0,"[[382166], [2039162], [6005], [7212928], [5782], [456409], [7196128], [97282077], [927], [1986]]"
1,0.0,1.2860404348231045,2.81,3.0,"[[57312], [8754376], [1342], [42301365], [20079], [697510414], [324394], [6098360], [15604], [88244]]"
2,0.0,1.2922847983320085,3.5,3.0,"[[9756081], [554579], [54169], [1091], [883578], [1049], [841798481], [905676750], [97658772], [199]]"
3,1.0,1.1615076409563572,3.97,4.0,"[[68240825], [26546621], [72375622], [48590546], [57], [89129494], [1426392], [3296], [82029009], [937]]"
4,2.0,1.2472369462135096,4.62,5.0,"[[744435743], [5], [301549], [110], [89487], [3664046], [938853], [6216822], [69387], [7765]]"
5,2.0,1.1884443613396467,5.26,6.0,"[[7], [566029], [5799], [519613], [24], [64917859], [5339716], [558], [23877533], [999647214]]"
6,3.0,1.1771151175649723,5.88,7.0,"[[983130937], [114], [25], [558], [27], [680545], [7946], [5352026], [84306563], [772253]]"
7,3.0,1.0919706955774964,6.26,7.0,"[[2], [63], [9883095], [519613], [2738682], [244], [219949884], [39], [402], [5352026]]"
8,4.0,1.060377291344925,6.66,8.0,"[[7], [566029], [48590546], [7], [5661509], [37055], [1688], [5], [5352026], [3]]"
9,5.0,1.0397595875970558,7.17,9.0,"[[5799], [9], [5], [4], [566029], [6], [6216822], [6], [5352026], [772253]]"
10,5.0,0.9965440281292142,7.63,10.0,"[[983130937], [114], [478324609], [601], [6], [9], [6], [3296], [83], [772253]]"
11,5.0,0.9055385138137416,8.0,10.0,"[[114], [772253], [2], [5661509], [28], [89487], [95], [933545], [2], [23877533]]"
12,6.0,0.8885943956609237,8.48,11.0,"[[41], [4], [983130937], [24], [2], [519613], [680545], [772253], [5], [114]]"
13,7.0,0.7778817390837757,8.93,12.0,"[[114], [939373287], [2], [27], [24], [28], [75], [9], [983130937], [772253]]"
14,7.0,0.7082372483850302,9.28,13.0,"[[9], [2], [744435743], [1], [219949884], [489718], [94], [37], [93], [83]]"
15,8.0,0.6241794613730896,9.52,14.0,"[[41], [5], [6], [6], [2], [345], [20], [9], [5572], [4]]"
16,8.0,0.47074409183759197,9.72,14.0,"[[6], [27], [510151], [3], [8], [489718], [4], [93], [39], [2]]"
17,9.0,0.29999999999999977,9.9,15.0,"[[9], [27], [8], [9], [9], [6], [4], [4], [75], [983130937]]"
18,10.0,0.0,10.0,16.0,"[[4], [27], [4], [24], [66], [6], [2], [6], [63], [9]]"
