Class name,Method name,Return type,Parameters,,
class ga.SampleClass,setMemberAge,void,long
""
Generation,Best Candidate Fitness,Best Candidate Standard Deviation,Mean Fitness,Elapsed Time(Milli Second),Best Candidate

0,0.0,1.276871175960989,2.36,2.0,"[[975], [3961447], [70203212], [235], [690309], [59762526], [431309509], [326561], [581], [3705]]"
1,1.0,1.1322102278287365,3.09,3.0,"[[65048451], [175743], [0], [588347], [377833053], [3012], [13087154], [0], [67977393], [42]]"
2,2.0,1.0922911699725497,3.63,4.0,"[[61], [64829], [1001396], [7134796], [927857], [58141], [9413], [352506102], [52], [84106]]"
3,1.0,1.3310146505579872,4.22,5.0,"[[7016], [171931], [3229035], [31825], [13290], [96927300], [19785910], [512211754], [9], [9555]]"
4,1.0,1.3390668392578475,4.87,6.0,"[[196053], [93], [31825], [541], [21928], [74528481], [783], [909], [957], [8490338]]"
5,3.0,1.1521718621802917,5.65,7.0,"[[32], [7], [31825], [716086], [805], [87015], [512211754], [97595], [718649066], [1]]"
6,3.0,1.073824939177704,6.13,7.0,"[[957], [93], [36461], [37], [7115], [825261], [311], [5152220], [714883], [64]]"
7,3.0,1.0892199043352087,6.56,8.0,"[[40227036], [64829], [95], [78], [96927300], [512211754], [8], [19785910], [70537], [750]]"
8,4.0,1.1441590798486025,7.03,9.0,"[[7], [1916], [3229035], [7], [499], [26], [87015], [70537], [42742288], [4]]"
9,5.0,1.067707825203132,7.6,10.0,"[[95], [6122], [1], [499], [8], [8], [97595], [4], [9344], [9555]]"
10,4.0,1.0535179163165667,7.99,11.0,"[[136955709], [64], [13290], [26], [5], [42742288], [301745], [35], [750], [957]]"
11,6.0,0.8979977728257453,8.56,12.0,"[[64], [8], [5], [7], [499], [42742288], [8], [32], [9395], [750]]"
12,7.0,0.8482924024179397,9.02,13.0,"[[4], [5672], [95], [1], [4], [43484784], [35], [42742288], [6], [7]]"
13,7.0,0.726291952316697,9.35,14.0,"[[8], [64829], [41], [32], [95], [31825], [34], [43484784], [95], [8]]"
14,8.0,0.5200000000000002,9.64,14.0,"[[7], [8], [8], [1], [78], [95], [923288083], [6], [1], [957]]"
15,8.0,0.4093897898091735,9.82,15.0,"[[9], [5], [7], [32], [8], [43484784], [8], [1], [1], [14]]"
16,9.0,0.17058722109232027,9.97,16.0,"[[95], [78], [64], [8], [1], [7], [1], [4], [1], [957]]"
17,10.0,0.0,10.0,17.0,"[[9], [41], [93], [4], [7], [78], [95], [4], [8], [32]]"
