Class name,Method name,Return type,Parameters,,
class ga.SampleClass,setMemberAge,void,long
""
Generation,Best Candidate Fitness,Best Candidate Standard Deviation,Mean Fitness,Elapsed Time(Milli Second),Best Candidate

0,0.0,1.3405595846511258,2.23,2.0,"[[523997], [876942309], [26197], [124971], [88294240], [8299], [638], [55550659], [547], [4001]]"
1,0.0,1.3076696830622023,2.9,3.0,"[[395905], [922099550], [4216935], [6629083], [5186482], [1563], [20216], [3611015], [58263], [61508]]"
2,1.0,1.389208407691228,3.49,4.0,"[[60441995], [8088664], [740], [536301280], [5], [637493954], [660944437], [3663055], [54240059], [67450]]"
3,1.0,1.251998402554891,3.85,5.0,"[[434252997], [710502449], [19396], [15074707], [3448793], [666135652], [24861101], [95112490], [512732], [9]]"
4,2.0,1.0970870521521976,4.42,6.0,"[[6], [917912800], [5], [634306162], [7325867], [514860], [219], [7431], [315], [572448100]]"
5,2.0,1.2408061895396887,5.02,7.0,"[[7233345], [390250], [35], [1530], [639405], [640163651], [49442593], [5], [512732], [4473]]"
6,2.0,1.2284543133547952,5.47,8.0,"[[7], [28145680], [9787], [3], [860564], [9586557], [666135652], [71400], [5881828], [11726]]"
7,3.0,1.1769027147559836,5.93,8.0,"[[7233345], [390250], [35], [344612], [4], [49442593], [33], [42599419], [67377], [4473]]"
8,4.0,1.109053650640942,6.3,9.0,"[[2157880], [95241], [4], [344612], [2], [33], [8512940], [96582020], [2242738], [45]]"
9,4.0,1.1268983982595773,6.99,10.0,"[[44], [3665], [282], [344612], [8512940], [8], [20], [98], [160], [244968]]"
10,4.0,1.0741973747873328,7.69,11.0,"[[57], [100303202], [344612], [5], [705005], [22056], [20], [5], [619], [673920]]"
11,6.0,0.9260669522232193,8.32,12.0,"[[28744078], [344612], [9], [39], [8], [584], [8512940], [9], [5], [57]]"
12,6.0,0.7512655988397183,8.66,13.0,"[[57], [5], [95], [344612], [4], [908815], [96], [20], [28744078], [55602940]]"
13,7.0,0.7273926037567336,8.97,13.0,"[[46123], [42599419], [9], [3], [35], [116], [344612], [32], [4], [57]]"
14,8.0,0.6114736298484179,9.31,14.0,"[[7], [116], [35], [9], [42599419], [4], [68], [33], [28744078], [9]]"
15,8.0,0.547722557505166,9.6,15.0,"[[39], [116], [36927363], [76], [3], [5], [41], [957004072], [39], [25]]"
16,9.0,0.36660605559646803,9.84,16.0,"[[116], [3], [41], [68], [35], [44], [20], [74], [9], [285351272]]"
17,9.0,0.17058722109232027,9.97,17.0,"[[4], [9], [88], [2], [9], [4], [5], [39], [4], [957004072]]"
18,10.0,0.0,10.0,19.0,"[[88], [9], [116], [2], [41], [5], [3], [5], [4], [4]]"
