"","Round","Generation","Best Candidate Fitness","Best Candidate Standard Deviation","Mean Fitness","Elapsed Time(Milli Second)","Best Candidate","Method Name"
"3110",1,30,9,0.443959457608463,9.73,28,"[[5, 5], [30, 8], [7, 7], [30, 4], [3, 2], [6, 6], [50, 6], [5703, 934787], [96, 2], [113, 9]]","isQualifiedForRetirement"
"321",1,31,9,0.271293199325011,9.92,29,"[[96, 2], [3, 2], [30, 8], [8, 5], [7349035, 5973], [7, 2], [6, 6], [30, 4], [5, 5], [50, 6]]","isQualifiedForRetirement"
"331",1,32,10,0,10,29,"[[3, 2], [7, 7], [30, 4], [96, 2], [50, 6], [6, 6], [30, 8], [5, 5], [7, 2], [33, 8]]","isQualifiedForRetirement"
"322",2,1,0,0.545068802996466,0.23,3,"[[5, 60], [895, 73], [98839931, 943445], [0, 0], [115, 9866], [9841728, 8626], [343, 77437093], [30701, 4502640], [95240707, 486], [762, 5323415]]","isQualifiedForRetirement"
"421",2,2,0,0.75173133498611,0.57,4,"[[1436, 5514], [1313, 8250767], [14501334, 67362538], [119, 8218], [1500785, 6], [343432730, 5430], [72919061, 646332469], [699797, 797368], [888612, 86909], [4890863, 4]]","isQualifiedForRetirement"
"521",2,3,0,0.729109045342327,0.78,4,"[[6045, 9093], [895, 73], [713, 24], [17826944, 501], [920, 13], [8661, 532], [6489, 666296606], [77352594, 8697], [59201199, 839916], [54107, 2]]","isQualifiedForRetirement"
"620",2,4,0,0.775822144566652,1.09,5,"[[63143, 1937], [61712021, 3965505], [489, 26], [246091563, 65106878], [59966, 189750], [8352271, 6656565], [105508933, 1], [15, 646513845], [54819796, 3], [1, 2020813]]","isQualifiedForRetirement"
"713",2,7,0,0.898610037780572,1.45,6,"[[5837, 8381], [48, 735040103], [964896, 91108], [115, 9866], [0, 0], [9841728, 8626], [343, 77437093], [30701, 4502640], [567929, 6310], [7357078, 57790]]","isQualifiedForRetirement"
"812",2,8,0,0.807217442824423,1.78,7,"[[602, 7248], [4, 51441001], [703313670, 8], [457, 17492315], [920, 13], [9572689, 34837], [4217181, 127], [5112, 89371], [772762248, 383875], [363, 5]]","isQualifiedForRetirement"
"911",2,9,0,0.902164064901723,2.19,8,"[[15, 705665], [161, 7], [48126, 439587482], [69882638, 6740016], [2312, 6468], [722, 977], [463292, 3835479], [7158923, 140988876], [51649, 747633728], [5112, 89371]]","isQualifiedForRetirement"
"105",2,10,1,0.838808679020431,2.58,9,"[[7, 10606], [6, 486141], [49, 8570935], [24810, 79169], [173, 1], [871765, 660047], [409482774, 0], [672758, 967166], [32, 9], [6841331, 1271]]","isQualifiedForRetirement"
"113",2,11,1,1.090458619114,2.97,10,"[[7523, 755899], [843998, 44141], [633723672, 53], [93637, 580264], [6113268, 86], [173, 21826818], [7, 3], [3, 6], [981, 2157], [5112, 89371]]","isQualifiedForRetirement"
"121",2,33,0,1.06296754418938,3.51,10,"[[602, 7248], [5, 602], [246091563, 65106878], [770850, 50178], [489, 26], [49, 8570935], [867193, 1728], [307960061, 779868], [363, 5], [567929, 6310]]","isQualifiedForRetirement"
"131",2,12,1,1.10072703246536,3.78,11,"[[22, 302094314], [5, 602], [843998, 44141], [8444255, 94043310], [2312, 6468], [722, 977], [5, 2], [463292, 3835479], [307960061, 779868], [867193, 1728]]","isQualifiedForRetirement"
"141",2,13,2,1.0295630140987,4.2,12,"[[363, 5], [39725, 80265], [6, 7], [77606, 435], [9, 6], [1685, 8584844], [4645, 2889926], [567929, 6310], [5, 2], [48126, 439587482]]","isQualifiedForRetirement"
"151",2,14,2,0.989949493661167,4.4,13,"[[363, 5], [39725, 80265], [9, 6], [6, 7], [77606, 435], [3, 6], [173, 21826818], [567929, 6310], [5, 2], [48126, 439587482]]","isQualifiedForRetirement"
"161",2,15,2,1.09288608738514,4.84,14,"[[4, 1], [633723672, 53], [6, 486141], [2, 471820], [489, 26], [24810, 79169], [1685, 8584844], [45, 7], [7158923, 140988876], [51649, 747633728]]","isQualifiedForRetirement"
"171",2,16,2,1.2369316876853,5.3,14,"[[567929, 6310], [633723672, 53], [19, 7], [4931, 230], [409482774, 0], [11386877, 621762], [1685, 8584844], [307960061, 779868], [2300, 89], [45, 7]]","isQualifiedForRetirement"
"181",2,17,1,1.2087596948939,5.83,15,"[[45, 82], [6, 486141], [49, 8570935], [5, 602], [173, 21826818], [8, 36759287], [409482774, 0], [51649, 747633728], [7158923, 140988876], [45, 7]]","isQualifiedForRetirement"
"191",2,18,2,1.10792599030802,6.15,16,"[[45, 82], [6, 486141], [49, 8570935], [173, 21826818], [56, 3], [8, 36759287], [409482774, 0], [51649, 747633728], [7158923, 140988876], [45, 7]]","isQualifiedForRetirement"
"201",2,19,4,1.00054984883313,6.67,17,"[[65, 7], [28, 3], [633723672, 53], [1685, 8584844], [4931, 230], [9, 6], [5, 2], [915489, 866624693], [3, 6], [567929, 6310]]","isQualifiedForRetirement"
"211",2,20,3,0.965971014057875,7.13,18,"[[7158923, 140988876], [2300, 89], [4931, 230], [56, 3], [1685, 8584844], [28, 3], [915489, 866624693], [58, 19], [567929, 6310], [6, 486141]]","isQualifiedForRetirement"
"221",2,21,5,0.8682741502544,7.31,18,"[[6, 486141], [58, 19], [45, 7], [56, 3], [24810, 79169], [32, 9], [1685, 8584844], [4, 1], [489, 26], [29494311, 93795]]","isQualifiedForRetirement"
"231",2,22,5,0.994937183946806,7.49,19,"[[7, 3], [58, 19], [56, 3], [2, 471820], [602, 7248], [29494311, 93795], [9, 6], [567929, 6310], [1685, 8584844], [45, 7]]","isQualifiedForRetirement"
"241",2,23,5,0.9404254356407,7.66,20,"[[45, 82], [45, 7], [65, 7], [843998, 44141], [9, 6], [105508933, 1], [161, 7], [32, 9], [4, 1], [6, 486141]]","isQualifiedForRetirement"
"251",2,24,5,0.923634126697363,7.87,21,"[[2, 471820], [65, 7], [45, 82], [843998, 44141], [9, 6], [105508933, 1], [161, 7], [32, 9], [4, 1], [45, 7]]","isQualifiedForRetirement"
"261",2,25,6,0.863655023721856,8.21,22,"[[32, 9], [6, 486141], [45, 7], [65, 7], [105508933, 1], [9, 6], [4, 1], [29494311, 93795], [4, 1], [161, 7]]","isQualifiedForRetirement"
"271",2,26,6,0.817557337438789,8.46,22,"[[65, 7], [45, 7], [6, 486141], [7, 3], [9, 6], [246091563, 65106878], [161, 7], [32, 9], [4, 1], [67, 858]]","isQualifiedForRetirement"
"281",2,27,7,0.728010988928053,8.7,23,"[[4, 1], [5, 2], [6, 486141], [65, 7], [9, 6], [246091563, 65106878], [161, 7], [32, 9], [45, 7], [7, 3]]","isQualifiedForRetirement"
"291",2,28,7,0.6819824044651,8.93,24,"[[19, 7], [7, 3], [567929, 6310], [58, 19], [56, 3], [9, 6], [105508933, 1], [5, 2], [4, 1], [6, 486141]]","isQualifiedForRetirement"
"301",2,29,7,0.79366239674058,8.99,29,"[[7, 3], [19, 7], [105508933, 1], [567929, 6310], [56, 3], [633723672, 53], [4, 1], [45, 7], [5, 2], [4, 1]]","isQualifiedForRetirement"
"3111",2,30,8,0.638357266740185,9.35,32,"[[58, 19], [65, 7], [32, 9], [6, 486141], [161, 7], [56, 3], [9, 6], [4, 1], [19, 7], [45, 7]]","isQualifiedForRetirement"
"323",2,31,8,0.552358579185658,9.57,33,"[[161, 7], [45, 7], [56, 3], [7, 3], [32, 9], [4, 1], [4, 1], [28, 3], [58, 19], [29494311, 93795]]","isQualifiedForRetirement"
"332",2,32,8,0.489897948556635,9.8,34,"[[45, 7], [567929, 6310], [7, 3], [4, 1], [9, 6], [28, 3], [58, 19], [6, 486141], [4, 1], [65, 7]]","isQualifiedForRetirement"
"341",2,34,9,0.271293199325011,9.92,36,"[[28, 3], [4, 1], [5, 2], [7, 3], [56, 3], [65, 7], [567929, 6310], [9, 6], [4, 1], [58, 19]]","isQualifiedForRetirement"
"351",2,35,9,0.099498743710662,9.99,37,"[[28, 3], [5, 2], [4, 1], [32, 9], [65, 7], [45, 7], [567929, 6310], [9, 6], [4, 1], [58, 19]]","isQualifiedForRetirement"
"361",2,36,9,0.099498743710662,9.99,38,"[[58, 19], [65, 7], [56, 3], [7, 7], [28, 3], [45, 7], [567929, 6310], [9, 6], [4, 1], [32, 9]]","isQualifiedForRetirement"
"371",2,37,10,0,10,39,"[[58, 19], [19, 7], [45, 7], [65, 7], [28, 3], [4, 1], [7, 3], [56, 3], [32, 9], [9, 6]]","isQualifiedForRetirement"
"324",3,1,0,0.492341345003647,0.24,3,"[[32781, 516673], [530062399, 51173], [925016, 91673], [25525578, 48], [36826, 2], [312583, 485630665], [830107, 31], [33, 8665579], [3880, 49912395], [9, 786822]]","isQualifiedForRetirement"
"422",3,2,0,0.586856030044848,0.34,3,"[[3906, 7], [4129, 528], [3215, 2], [39620316, 8804842], [36221, 367], [53536, 69], [658415472, 413], [106, 83951], [667503, 90909865], [34213, 95942733]]","isQualifiedForRetirement"
"522",3,3,0,0.699714227381436,0.52,4,"[[43, 266], [688347137, 7552418], [9, 5315], [7, 256253], [7593, 4500], [6, 402], [295048, 3], [762, 4404], [86038, 2], [42056306, 545]]","isQualifiedForRetirement"
"621",3,4,0,0.881986394452885,0.89,5,"[[58, 432870], [982915837, 157808], [7, 770], [1, 97], [0, 127], [7, 5375], [61578, 3], [4372359, 355842], [52, 82788], [3853, 97136393]]","isQualifiedForRetirement"
"714",3,7,0,1.01488915650922,1.3,6,"[[444835, 821633837], [930, 7188], [5025, 4711331], [47, 1067], [210, 88119], [63821, 7357], [540487755, 709003176], [2539, 5012472], [957622, 7], [4916, 2]]","isQualifiedForRetirement"
"813",3,8,0,1.08715224324839,1.91,7,"[[1540934, 632531569], [43244, 219], [5412, 6353], [1, 703], [6, 734895780], [1392997, 50914], [570054, 931616], [4720, 82708603], [809, 120], [365706669, 58]]","isQualifiedForRetirement"
"912",3,9,0,1.19209898917833,2.33,7,"[[140422686, 4027], [233097, 676801], [982915837, 157808], [808, 509613], [1, 703], [51196, 0], [4407, 464574], [667503, 90909865], [1296, 75077327], [772, 69]]","isQualifiedForRetirement"
"106",3,10,0,1.02034307955707,2.83,8,"[[688, 9273015], [5, 790229769], [574443054, 13], [937284, 38231732], [6815918, 6100], [2, 622667], [834, 5], [24085, 9], [874, 19688], [40461, 8528112]]","isQualifiedForRetirement"
"114",3,11,1,1.0346013725102,3.36,9,"[[1051633, 918493816], [688, 9273015], [3518, 90], [872026999, 7713], [279695182, 33342], [538299, 605], [379188972, 3439], [79970272, 4819513], [17145, 49], [114, 5]]","isQualifiedForRetirement"
"122",3,33,1,1.18368070018903,3.67,10,"[[140422686, 4027], [5, 790229769], [1, 703], [51352, 53721135], [39356306, 0], [8, 3], [939239, 74512], [106, 83951], [79970272, 4819513], [17145, 49]]","isQualifiedForRetirement"
"132",3,12,2,1.11404667765763,4.17,10,"[[755, 840174645], [114, 5], [69544259, 850656615], [55174, 8951], [36930123, 546770123], [8524740, 3395729], [9, 8], [21214101, 5113501], [4720, 82708603], [1296, 75077327]]","isQualifiedForRetirement"
"142",3,13,2,1.0888526071053,4.88,11,"[[1104561, 45], [58, 7], [574443054, 13], [937284, 38231732], [51196, 0], [5025, 4711331], [43908, 314989], [44, 1], [8524740, 3395729], [1296, 75077327]]","isQualifiedForRetirement"
"152",3,14,3,1.01862652625975,5.32,12,"[[114, 5], [755, 840174645], [69544259, 850656615], [55174, 8951], [36930123, 546770123], [3, 264], [82, 5], [4720, 82708603], [1051633, 918493816], [7, 7]]","isQualifiedForRetirement"
"162",3,15,3,1.11157545852722,5.62,13,"[[3600786, 9], [114, 5], [53536, 69], [58, 7], [893298, 73], [39356306, 0], [82, 5], [570054, 931616], [719, 10224], [611, 172616]]","isQualifiedForRetirement"
"172",3,16,4,1.01014850393395,5.86,13,"[[40461, 8528112], [69544259, 850656615], [3, 264], [51, 5], [1, 703], [9, 7], [2, 2], [4156315, 25], [719, 10224], [8, 5]]","isQualifiedForRetirement"
"182",3,17,4,1.04880884817015,6.2,14,"[[58, 7], [719, 10224], [8, 3], [69544259, 850656615], [6815918, 6100], [9194, 86], [574443054, 13], [39356306, 0], [7, 7], [2, 2]]","isQualifiedForRetirement"
"192",3,18,4,1.05313816757347,6.53,15,"[[58, 7], [719, 10224], [69544259, 850656615], [574443054, 13], [8, 5], [9194, 86], [44, 1], [976, 27], [379188972, 3439], [114, 5]]","isQualifiedForRetirement"
"202",3,19,5,1.11964280018227,6.92,16,"[[44, 1], [58, 7], [53536, 69], [9, 8], [36930123, 546770123], [39356306, 0], [69544259, 850656615], [719, 10224], [7, 7], [2, 2]]","isQualifiedForRetirement"
"212",3,20,5,1.06484740690861,7.31,17,"[[4156315, 25], [91, 11], [611, 172616], [40461, 8528112], [9, 8], [9194, 86], [39356306, 0], [7, 7], [9, 7], [114, 5]]","isQualifiedForRetirement"
"222",3,21,5,1.0988630487918,7.65,17,"[[91, 11], [9, 8], [8, 5], [69544259, 850656615], [82, 5], [8524740, 3395729], [574443054, 13], [4156315, 25], [719, 10224], [7, 7]]","isQualifiedForRetirement"
"232",3,22,5,0.990504921744461,8.17,18,"[[114, 5], [53536, 69], [58, 7], [2, 2], [82, 5], [79970272, 4819513], [113, 3], [51352, 53721135], [69544259, 850656615], [574443054, 13]]","isQualifiedForRetirement"
"242",3,23,6,0.941488183675185,8.44,19,"[[91, 11], [574443054, 13], [809, 120], [82, 5], [114, 5], [53536, 69], [9, 7], [9, 8], [719, 10224], [44, 1]]","isQualifiedForRetirement"
"252",3,24,7,0.768114574786862,8.7,20,"[[51, 5], [8, 5], [113, 3], [809, 120], [91, 11], [9, 7], [53536, 69], [44, 1], [719, 10224], [9, 8]]","isQualifiedForRetirement"
"262",3,25,7,0.672011904656458,8.78,20,"[[44, 1], [8, 3], [51, 5], [82, 5], [91, 11], [53536, 69], [574443054, 13], [4156315, 25], [58, 7], [114, 5]]","isQualifiedForRetirement"
"272",3,26,7,0.670149237110661,8.97,21,"[[2, 2], [1104561, 45], [574443054, 13], [51, 5], [44, 1], [91, 11], [9, 8], [4156315, 25], [8, 3], [58, 7]]","isQualifiedForRetirement"
"282",3,27,7,0.584465567848098,9.28,22,"[[51, 5], [8, 3], [9, 8], [9, 7], [53536, 69], [114, 5], [82, 5], [1104561, 45], [44, 1], [4156315, 25]]","isQualifiedForRetirement"
"292",3,28,8,0.640624695121878,9.36,23,"[[7, 7], [53536, 69], [58, 7], [51, 5], [8, 3], [9, 7], [44, 1], [2, 2], [574443054, 13], [8, 5]]","isQualifiedForRetirement"
"302",3,29,8,0.5388877434123,9.64,23,"[[8, 3], [1104561, 45], [91, 11], [4156315, 25], [82, 5], [9, 7], [51, 5], [44, 1], [114, 5], [9, 8]]","isQualifiedForRetirement"
"3112",3,30,9,0.336303434416004,9.87,24,"[[8, 5], [7, 7], [9, 8], [51, 5], [2, 2], [114, 5], [91, 11], [44, 1], [69544259, 850656615], [82, 5]]","isQualifiedForRetirement"
"325",3,31,9,0.195959179422654,9.96,25,"[[114, 5], [9, 8], [82, 5], [91, 11], [113, 3], [9, 7], [574443054, 13], [51, 5], [7, 7], [8, 3]]","isQualifiedForRetirement"
"333",3,32,10,0,10,26,"[[8, 5], [9, 8], [51, 5], [8, 3], [44, 1], [7, 7], [9, 7], [58, 7], [2, 2], [82, 5]]","isQualifiedForRetirement"
"326",4,1,0,0.558211429478114,0.22,2,"[[132842, 33196632], [7662, 43122], [8628703, 936868], [690251726, 828], [560123809, 3], [85988, 452323], [50253715, 72877], [4, 32642962], [46078943, 97], [2429296, 0]]","isQualifiedForRetirement"
"423",4,2,0,0.713021738799036,0.46,3,"[[5710873, 3], [66850263, 8837748], [2, 7727658], [4549386, 125770], [8859341, 898299500], [6, 3109042], [272242, 646], [7, 8855], [4, 7], [91022216, 887161593]]","isQualifiedForRetirement"
"523",4,3,0,0.913181252545189,0.81,3,"[[34, 46], [34863, 645303], [170, 718451114], [26486, 802790], [7, 1217053], [63710, 73986009], [7847, 8227928], [286827570, 98951], [83228613, 58], [963535, 20063]]","isQualifiedForRetirement"
"622",4,4,0,0.972573904646839,1.21,4,"[[5128, 81], [34863, 645303], [8, 7682931], [915502896, 343378507], [7, 973175], [8, 896], [296789909, 10], [7847, 8227928], [9318436, 6050917], [9756692, 5812242]]","isQualifiedForRetirement"
"715",4,7,0,0.971802449060508,1.66,5,"[[9268, 852087], [601961890, 17], [26486, 802790], [170, 718451114], [137478270, 19677934], [6, 3109042], [89, 11908952], [3, 9155], [7469, 24898], [17, 36219]]","isQualifiedForRetirement"
"814",4,8,0,0.887411967464942,2.15,6,"[[765, 373], [2833137, 771], [6699, 33906], [325259, 9172], [6438, 7], [166, 790386], [6, 2324], [98, 49], [52098966, 23850929], [37005, 8522]]","isQualifiedForRetirement"
"913",4,9,0,0.899944442729661,2.51,6,"[[674, 188], [27803251, 920], [5, 25], [325259, 9172], [36282067, 564], [816802985, 3385], [7, 2732942], [49787, 14818422], [910732028, 0], [9933, 665377]]","isQualifiedForRetirement"
"107",4,10,1,0.986711710683521,2.92,7,"[[9315, 62], [37732316, 3], [10317483, 9140595], [3, 542015602], [6699, 33906], [137478270, 19677934], [49787, 14818422], [41628, 711], [9, 12], [6, 6]]","isQualifiedForRetirement"
"115",4,11,1,1.02230132544177,3.43,8,"[[9315, 62], [49, 727], [82, 801], [3, 542015602], [137478270, 19677934], [6699, 33906], [49787, 14818422], [41628, 711], [9, 12], [6, 6]]","isQualifiedForRetirement"
"123",4,33,2,1.03614670775909,3.92,9,"[[226285694, 199076676], [87, 5], [37732316, 3], [7681, 51391], [97, 5], [3, 3316266], [211, 2], [60017886, 4580796], [343, 23035349], [910732028, 0]]","isQualifiedForRetirement"
"133",4,12,2,1.01286721735872,4.29,9,"[[49, 727], [910732028, 0], [9431, 4], [211, 2], [7681, 51391], [55, 27], [166, 790386], [14079459, 46412865], [991, 0], [6, 6]]","isQualifiedForRetirement"
"143",4,13,1,1.15169440391104,4.44,10,"[[8, 7682931], [48964892, 2664], [33, 88846994], [789495620, 661589500], [7, 24896451], [69, 3], [34440, 407356], [41628, 711], [40438, 32], [910732028, 0]]","isQualifiedForRetirement"
"153",4,14,3,0.99050492174446,4.83,11,"[[6, 76], [555866455, 94], [33, 88846994], [7681, 51391], [84, 6120536], [55, 27], [49787, 14818422], [7, 4], [6, 6], [685423, 53060]]","isQualifiedForRetirement"
"163",4,15,2,0.958331884056875,4.96,12,"[[47056, 933402870], [685423, 53060], [3, 3316266], [496434, 831107234], [166, 790386], [37, 416285], [7573, 7923], [60017886, 4580796], [6, 6], [87, 5]]","isQualifiedForRetirement"
"173",4,16,2,0.924067097130938,5.19,12,"[[910732028, 0], [581188, 943282], [496434, 831107234], [7495, 11], [7, 24896451], [69, 3], [9299, 88523], [60017886, 4580796], [82, 801], [87, 5]]","isQualifiedForRetirement"
"183",4,17,3,0.943345111822815,5.51,13,"[[6, 76], [6699, 33906], [7495, 11], [6, 6], [7681, 51391], [34440, 407356], [60017886, 4580796], [88, 6], [87, 5], [910732028, 0]]","isQualifiedForRetirement"
"193",4,18,3,1.03440804327886,5.7,14,"[[910732028, 0], [3708, 958000185], [555866455, 94], [97, 5], [6699, 33906], [55, 27], [9299, 88523], [991, 0], [6, 6], [32300038, 93190620]]","isQualifiedForRetirement"
"203",4,19,3,1.06602063769891,5.94,15,"[[87, 5], [6, 76], [581188, 943282], [690610, 6253543], [2167, 6513], [34440, 407356], [60017886, 4580796], [991, 0], [7, 4], [69, 3]]","isQualifiedForRetirement"
"213",4,20,2,1.15633040260991,6.23,16,"[[910732028, 0], [991, 0], [7, 24896451], [2167, 6513], [7, 2732942], [88, 4], [87, 5], [60017886, 4580796], [7208, 321688], [9431, 4]]","isQualifiedForRetirement"
"223",4,21,4,0.980357077803797,6.67,17,"[[88, 4], [910732028, 0], [581188, 943282], [6699, 33906], [373, 795585455], [97, 5], [5, 25], [7, 4], [82, 801], [3, 3]]","isQualifiedForRetirement"
"233",4,22,4,0.871779788708135,7,17,"[[32300038, 93190620], [9431, 4], [3, 3], [6699, 33906], [88, 6], [55, 27], [581188, 943282], [643175753, 23819], [6, 6], [910732028, 0]]","isQualifiedForRetirement"
"243",4,23,5,0.884251095560531,7.09,18,"[[87, 5], [9431, 4], [69, 3], [77, 9], [690610, 6253543], [910732028, 0], [88, 6], [7, 2732942], [60017886, 4580796], [3, 3]]","isQualifiedForRetirement"
"253",4,24,6,0.707106781186548,7.4,19,"[[82, 801], [3, 3], [88, 6], [6, 6], [6699, 33906], [69, 3], [7, 4], [9431, 4], [60017886, 4580796], [87, 5]]","isQualifiedForRetirement"
"263",4,25,5,0.82915619758885,7.55,20,"[[910732028, 0], [87, 5], [690610, 6253543], [7, 4], [34440, 407356], [97, 5], [60017886, 4580796], [55, 7], [88, 6], [2167, 6513]]","isQualifiedForRetirement"
"273",4,26,4,0.851116913238129,7.66,21,"[[910732028, 0], [87, 5], [690610, 6253543], [7, 4], [97, 5], [34440, 407356], [60017886, 4580796], [7208, 321688], [69, 3], [2167, 6513]]","isQualifiedForRetirement"
"283",4,27,6,0.856971411425141,7.84,22,"[[77, 9], [9431, 4], [69, 3], [3, 3], [6699, 33906], [88, 4], [97, 5], [60017886, 4580796], [87, 5], [34440, 407356]]","isQualifiedForRetirement"
"293",4,28,6,0.852936105461598,8.05,22,"[[87, 5], [3, 3], [88, 6], [9431, 4], [60017886, 4580796], [69, 3], [14079459, 46412865], [6, 6], [910732028, 0], [77, 9]]","isQualifiedForRetirement"
"303",4,29,7,0.719444229944198,8.32,23,"[[77, 9], [87, 5], [88, 6], [6, 6], [3, 3], [7495, 11], [7208, 321688], [69, 3], [55, 7], [60017886, 4580796]]","isQualifiedForRetirement"
"3113",4,30,7,0.818474190185616,8.51,24,"[[88, 6], [55, 27], [3, 3], [97, 5], [9431, 4], [7, 4], [60017886, 4580796], [77, 9], [6, 6], [7208, 321688]]","isQualifiedForRetirement"
"327",4,31,6,0.855803715813387,8.74,25,"[[88, 4], [97, 5], [9431, 4], [55, 27], [69, 3], [3, 3], [690610, 6253543], [60017886, 4580796], [7208, 321688], [6, 6]]","isQualifiedForRetirement"
"334",4,32,7,0.66332495807108,9,26,"[[9431, 4], [87, 5], [690610, 6253543], [88, 6], [3, 3], [55, 7], [6, 6], [7, 4], [97, 5], [60017886, 4580796]]","isQualifiedForRetirement"
"342",4,34,7,0.714142842854286,9.1,27,"[[14079459, 46412865], [77, 9], [88, 6], [7208, 321688], [55, 27], [88, 4], [69, 3], [97, 5], [910732028, 0], [55, 7]]","isQualifiedForRetirement"
"352",4,35,8,0.545068802996467,9.23,28,"[[55, 7], [88, 4], [87, 5], [60017886, 4580796], [3, 3], [88, 6], [97, 5], [7, 4], [910732028, 0], [6, 6]]","isQualifiedForRetirement"
"362",4,36,8,0.617332973362026,9.33,28,"[[60017886, 4580796], [6, 6], [3, 3], [88, 4], [55, 7], [55, 27], [910732028, 0], [7, 4], [97, 5], [69, 3]]","isQualifiedForRetirement"
"372",4,37,8,0.607536007163362,9.47,29,"[[60017886, 4580796], [3, 3], [6, 6], [87, 5], [14079459, 46412865], [7, 4], [55, 27], [97, 5], [55, 7], [69, 3]]","isQualifiedForRetirement"
"381",4,38,9,0.476969600708472,9.65,30,"[[88, 6], [3, 3], [6, 6], [88, 4], [77, 9], [55, 27], [60017886, 4580796], [55, 7], [69, 3], [7, 4]]","isQualifiedForRetirement"
"391",4,39,8,0.392937654087771,9.84,31,"[[88, 4], [77, 9], [7208, 321688], [6, 6], [69, 3], [88, 6], [55, 7], [60017886, 4580796], [97, 5], [55, 27]]","isQualifiedForRetirement"
"40",4,40,9,0.195959179422654,9.96,32,"[[87, 5], [88, 4], [88, 6], [55, 27], [69, 3], [77, 9], [97, 5], [7208, 321688], [6, 6], [55, 7]]","isQualifiedForRetirement"
"4110",4,41,9,0.14,9.98,33,"[[87, 5], [3, 3], [88, 4], [69, 3], [55, 27], [77, 9], [97, 5], [7208, 321688], [6, 6], [55, 7]]","isQualifiedForRetirement"
"424",4,42,10,0,10,34,"[[55, 27], [88, 4], [87, 5], [97, 5], [7, 4], [3, 3], [55, 7], [88, 6], [77, 9], [6, 6]]","isQualifiedForRetirement"
"328",5,1,0,0.431161222746202,0.21,2,"[[2795, 34892206], [5, 1374], [120337526, 5146095], [79763911, 0], [579566769, 9791273], [440597, 700], [1324568, 11809047], [667367, 284272], [374480715, 31092], [204399, 92991153]]","isQualifiedForRetirement"
"425",5,2,0,0.524976189936267,0.38,3,"[[9023, 7216865], [4, 558113], [478, 691903], [2045856, 6312616], [5167897, 88015374], [47442, 8686791], [74159978, 45], [334974, 72], [628128, 6116632], [42646, 95]]","isQualifiedForRetirement"
"524",5,3,0,0.616441400296898,0.6,4,"[[3523213, 8], [10911, 9], [510, 386], [2, 6], [89, 11870], [758669, 62131363], [2673, 5140], [962, 54183718], [84858, 3], [5168397, 693878536]]","isQualifiedForRetirement"
"623",5,4,0,0.682348884369278,0.88,5,"[[721419, 27561840], [494, 4150178], [955324356, 99847588], [758669, 62131363], [2, 6], [35055562, 73], [8972707, 9875], [6373107, 84769], [4533853, 4107], [21122, 25135093]]","isQualifiedForRetirement"
"716",5,7,0,0.683739716558867,1.15,6,"[[462, 6], [3181729, 12641], [92, 682], [819842391, 2653], [513524056, 5], [87561143, 434522185], [3911, 39991120], [86634, 283112394], [98738142, 5106], [859, 346]]","isQualifiedForRetirement"
"815",5,8,0,0.876983466206747,1.53,7,"[[749827837, 21], [598089314, 75086], [3892366, 2056], [537526, 6634], [90687, 9], [2673, 5140], [6, 76675626], [940954, 66055665], [90, 987], [2722723, 3494]]","isQualifiedForRetirement"
"914",5,9,0,0.994535067255046,2.03,8,"[[66, 246311], [3181729, 12641], [466878, 75892730], [482, 48952778], [72651, 31620973], [39789, 875508], [722, 21232], [987990, 50839], [582613, 36056], [859, 346]]","isQualifiedForRetirement"
"108",5,10,0,0.936963179639414,2.61,8,"[[3523213, 8], [808324341, 751], [748, 37], [4, 742], [61298726, 52], [64631, 1813494], [2792, 37], [669, 1533970], [80, 3003971], [12252, 7612174]]","isQualifiedForRetirement"
"116",5,11,1,0.961821189203065,2.93,9,"[[12264746, 99922033], [308158672, 1367357], [5210, 2], [9, 3], [86634, 283112394], [705, 77], [808, 700671155], [217272865, 6463], [66, 246311], [43734, 65554497]]","isQualifiedForRetirement"
"124",5,33,1,0.931396800509858,3.25,10,"[[308158672, 1367357], [498, 1], [40336029, 457785], [72651, 31620973], [80, 3003971], [598776246, 368579], [808, 700671155], [76922894, 1212318], [1089604, 229331], [9, 9]]","isQualifiedForRetirement"
